"id"	"prob"
29509	0.981018562773667
25369	0.854175190989267
17988	0.032965944165157
34492	0.998704308773011
35433	0.089888595078169
46926	0.00107733218331343
12782	0.782887209004526
32613	0.874271057176908
26060	0.704546933512704
26999	0.0013971345984384
31639	0.975348105704395
40205	0.945602504924435
3865	0.0672966769456935
49388	0.0252083995710941
16154	0.998464852143342
3603	0.953295849897231
19751	0.0527143416902646
49275	0.977055081565549
15987	0.00650875816260417
35456	0.287299557554146
6402	0.997934919419243
45509	0.32487668162981
9726	0.589447770587027
10967	0.990544171815871
46976	0.970682172316054
34620	0.000594240442392898
36409	0.0883598393251305
33958	0.0147194942873707
2838	0.0407922632600776
2688	0.961261910475859
21961	0.0425598904691664
30283	0.904357700848233
30773	0.0270862356594644
40726	0.136461180216912
7836	0.00228253604912835
30324	0.354371613919715
19573	0.0814658693435308
8473	0.93709366391625
201	0.993908178664311
42555	0.999965943814407
9876	0.614706366452054
20044	0.9953476423194
34255	0.308174280550802
401	0.998877817550775
39348	0.431454510085123
35896	0.0816752545801547
46526	0.739306399213097
36913	0.686007055637678
30866	0.914300495580203
31149	0.0117542640921702
16405	0.137549409139331
20523	0.010054100567937
18574	0.0827102439834747
37060	0.553268978077956
27728	0.127167111979268
13168	0.988148403611131
10155	0.999038360539119
12427	0.00115368302600508
48517	0.981788607122825
31017	0.975530169063725
24333	0.985138563120856
6908	0.942367648576197
5637	0.158042668176045
40825	7.39242872259655e-05
44738	0.0397250166458292
31260	0.816204753527734
3324	0.00489062087805522
31863	0.994002423212887
49651	0.00937985425010701
34034	0.00197424704739247
3482	0.463434097330041
12041	0.182057136269289
42978	0.606472392265443
4903	0.996691830581533
29847	0.0041111501724211
7748	0.999489359080311
43660	0.956172530311742
34185	0.998921588889782
21390	0.481214006671265
16803	0.985439038114464
43814	0.999653946047302
18293	0.834090673076672
44915	0.98527607814557
33808	0.414019017322988
9355	0.994023946656035
32129	0.4593337125272
29848	0.00550343474014339
20672	0.00413819767708528
17822	0.973822704284575
35261	0.061998843929605
3877	0.963325982901403
12952	0.00409243380632386
37985	0.463095572206063
2631	0.305037638218153
35465	0.900216027535525
23813	0.41830020633764
41738	0.0137803135767167
43129	0.0163159095081459
32608	0.925142325809584
36702	3.91769369852475e-09
2381	0.020196141392455
37766	0.0658104979800965
11303	0.280128561771855
5152	0.787655909018101
952	0.995979240660749
15790	0.995698371156666
1318	0.999947276011175
31358	0.129834441631114
37145	0.666255566818897
25945	0.958420639490885
28237	0.988614874524418
35994	5.49075396584347e-05
9565	0.668743266592396
26030	0.702936008082994
17534	1.0927308185262e-06
46233	0.605301187604352
23746	0.0288541571143568
34614	0.984747708088315
4197	0.0268277232685305
26648	3.92955464684593e-05
32946	0.999996781402453
43182	0.0047850967267917
25992	0.00112036588161005
27600	0.703492248112967
15818	0.352101949127957
37245	0.0309889278727006
6737	0.998580920828238
38137	0.216438507519476
4037	0.969147377293643
18359	4.44238746593687e-05
10168	0.562235186699387
34404	0.99601158181259
37803	0.922113148179191
47687	0.00663247484008948
27579	8.9561147834119e-07
