"id"	"prob"
40625	0.953464125531545
14191	0.114665859743119
5011	0.236661772644445
23277	0.875309030983507
29766	4.55827799508334e-05
10295	0.000258610536484389
36354	0.260037235875201
4688	0.668576104144268
15064	0.998664965424267
40064	0.71309216566663
9192	0.529836138286855
921	0.00482414489477226
36266	0.928686076950264
4194	0.969008676151898
317	0.369640151037215
39884	0.958709207594779
14543	0.00719280172050148
10821	0.906567005609727
38628	0.754425936295278
22374	0.206667950360953
15099	0.00483901021233574
30860	2.02015516789504e-05
18803	0.0279671823011761
35304	0.987404451897412
46052	0.988922157847426
39320	0.778757660355976
36190	0.671883162371792
18383	0.436357994864602
3204	0.999096655113744
5981	0.24849230109528
44840	0.63479432967127
1850	0.840558100081833
5794	0.400961595926755
3721	0.860466971684443
18702	0.902145946821377
41183	0.0010804313831099
14851	0.856102439332089
8309	0.964301166094514
2547	0.00674674913704971
40386	0.799793180613857
40796	0.97862821692461
11416	0.924424383423819
38327	0.748106775963268
39298	0.310133442021558
7332	0.00103378073872166
13010	0.239018457681761
10096	0.0135993133179132
821	0.995764853541339
27033	0.989951745185288
43034	0.00313429050683916
1979	0.87707468743106
40027	0.402903963010405
32043	0.0142963243814564
19579	0.680336689559156
19023	0.0141704929860905
3520	0.76504076661101
33984	0.0315504313695974
27925	0.964534081031233
14180	0.981272963977843
44388	0.0873125142597678
27448	0.939423517773985
31313	0.933989804470966
33015	4.86729164536181e-06
16918	0.0608114336823908
32555	0.417113807690208
41118	0.011083185312172
38497	0.968089810573497
15765	0.251652143152871
16117	0.986408719893416
12853	0.978084570503122
49945	0.914195545623818
40692	5.03237266274231e-05
45627	0.997602231493178
15587	0.299748746034835
2587	0.110088650496368
46670	0.01235270304483
25141	0.515666884560925
48381	0.993305408634928
37403	0.0429299811401178
48933	0.994512016219893
38037	0.00401744332968736
38847	0.0128948573942483
17374	0.192389704195282
12330	0.98786937746826
46193	0.760956262990176
30011	0.106373431277266
3872	0.127548048312502
44803	0.0694589081881375
49156	0.924285770012501
49197	0.800219849370717
16584	0.00232289902393345
15409	0.982408885935053
28493	0.634289313488297
8074	0.0334892262979894
13228	0.0615837018785195
18906	0.678140131570927
38719	0.874771857506322
20570	0.973453035216197
14311	0.0606464147233127
36777	0.985235490819444
43208	0.259476216933326
15510	0.999990896533158
27778	0.993695420333657
20452	0.999856909395663
7789	0.859957382534271
44199	0.00983289495112509
20987	0.00433890541850066
11165	0.970766069379754
18633	0.0310299885787264
28051	0.993496412564403
49668	0.0741809590512998
49046	0.429419621968612
29022	0.999419547351923
11029	0.994142346249097
1567	0.238983974923712
45385	0.973327448159147
5759	0.845126717958778
47843	0.99710919299368
33768	0.310186103056741
39373	0.502549872783759
30957	0.965985140582012
9105	0.000467697767797682
18148	0.924905701433993
18479	0.900059549211946
20095	0.879740686093811
2963	0.793611690261409
30783	0.0337684615039659
2690	0.977768976632028
34501	0.00290502917143769
21048	0.520663277130551
35976	0.00136170715380385
42624	0.918458068428623
4611	5.12251629629687e-06
26068	0.523770285557469
49122	0.867115342797417
608	0.351209968088602
14574	0.903208842715047
47297	0.923051458027902
14477	0.716827920363776
2749	0.987157730603608
37426	0.00871384984379617
46001	0.000336981054648499
5872	0.000139650482179344
45825	0.0104655995790584
23160	0.977597926683999
35116	0.988270073154898
39212	0.886673506176745
23426	0.0289559396991596
29502	0.935752951000981
4601	0.00143317499586095
3037	0.760241197727238
34344	0.217268498733075
40221	0.0880933290901847
7249	6.05816347336765e-05
21071	0.0204052869806228
31893	0.895369510171134
49109	0.000950616301250556
39295	0.0168778412576355
37477	0.0190131545194259
37851	0.718570417379796
3281	0.186100636600499
7501	0.00750544649705521
37811	0.0695746605835615
17990	0.969914930335024
31462	0.997872184839173
7395	0.942339440519656
41805	0.00134974565202342
22067	0.0415657360029381
17652	0.879050598919836
33813	0.592354789352633
25729	0.982240633063629
49449	0.992414987162083
5168	0.00119892212626097
47555	0.827380955444377
41581	0.209950338643212
1751	0.83334532203218
24823	0.832129570229114
35076	0.0259864584755711
23934	0.542116871813575
42286	0.970785216168604
38908	0.346975299519945
46736	0.954357675966211
49894	0.00469007068708928
43417	0.818543668056131
27874	0.969260105002696
35115	0.00479756127608392
41034	0.0206179007331789
49871	0.383332270261389
16264	0.649111217356273
11007	0.0975560184857406
36886	0.0119870668131903
33909	0.935044822524385
23092	0.0676111891401438
47573	0.0852652066760667
44278	0.000393382685066322
31829	0.0103533529305225
5706	0.015096949538219
28733	0.300996132064933
2272	0.997894058990728
33993	0.998994887540991
10579	0.0167156441294345
22371	0.606794452497674
24215	0.0589725331082955
39089	0.973120068041841
8700	0.0170545000240302
22766	0.0156472725621708
14800	0.784019575595875
23846	0.256425240530109
16472	0.675565565271267
18773	0.943272134662095
35208	9.37100462684777e-05
37720	0.00491925031791882
6532	0.184554094851555
445	0.0152589958070448
34462	0.0244216559534467
49176	0.000506387092500172
8549	0.0100086407874098
23670	0.0180384673112319
26419	0.989673708321566
13872	0.270067204677686
29351	0.981007186958706
13652	0.00114861197173137
16087	0.015918697862032
49124	0.973790144615156
22665	0.00587297199681687
40558	0.838273573194992
36392	0.000252458091060859
16648	0.999753983046001
13240	0.417229857324607
43160	0.948905880369068
26151	0.0014390719544288
27657	0.0719774839984085
19734	0.999526428571776
7801	0.0153332026570689
41590	0.891460615312813
16115	0.0114158428679201
18001	0.599478846708482
4691	0.999766673189265
25943	0.000667534641387449
10129	0.790313977001056
17075	1.44826304858479e-05
9746	0.0306800333121822
37357	0.927140140368804
46790	0.886716737089829
31916	0.00429812613002653
45496	0.0566696615289146
32000	0.0260240093212888
5822	0.367388587271929
1654	0.020568772389894
6502	0.714127841215339
9977	0.729305558924797
42101	0.8632594273115
37812	0.00120256021071161
18282	0.0316267019828441
7646	0.955484269336258
36828	0.0843663096982739
48286	0.974526217818737
23483	0.00499733207574126
